index_,tree_name,r_glcm_mean,r_mean_homogeneity,r_mean_contrast,r_mean_dissimilarity,r_mean_ASM,r_mean_correlation,r_mean_energy,g_glcm_mean,g_mean_homogeneity,g_mean_contrast,g_mean_dissimilarity,g_mean_ASM,g_mean_correlation,g_mean_energy,b_glcm_mean,b_mean_homogeneity,b_mean_contrast,b_mean_dissimilarity,b_mean_ASM,b_mean_correlation,b_mean_energy,RE_glcm_mean,RE_mean_homogeneity,RE_mean_contrast,RE_mean_dissimilarity,RE_mean_ASM,RE_mean_correlation,RE_mean_energy,NIR_glcm_mean,NIR_mean_homogeneity,NIR_mean_contrast,NIR_mean_dissimilarity,NIR_mean_ASM,NIR_mean_correlation,NIR_mean_energy,id_based_on_tree_name
10,Cinnamomum Iners,88.76948044645252,0.0792930562156218,408.8082269685402,14.79710053546848,0.0001260115340608,0.885030554763103,0.0112002873068326,94.96063491007956,0.0834121539681916,403.30212574677614,14.62075071339455,0.0001480177331725,0.8858910435330586,0.0121339348421187,29.70509416410161,0.074799031492411,386.4915611261218,14.775759144544748,0.0001573903466687,0.8082335844678699,0.0125197209248817,36.77131464729152,0.1620263985358284,78.93873115819122,6.549940374956855,0.0004158342340268,0.93748475339227,0.0203333703117748,50.18128067115392,0.1781600013688767,61.43855260029589,5.769601058695536,0.0004763778011151,0.9513102262204728,0.021763888445238,4
11,Clausena Excavata,68.97024869757689,0.0871879903575209,301.1794369168468,12.812201560926605,0.0001865345409444,0.8739321157271318,0.0136324282039778,82.74815331223965,0.0874601980742967,303.73289130968266,12.844004610143104,0.0001878327203388,0.8778926232651577,0.013679152581003,25.795200674901984,0.0888531185221427,272.5690146360592,12.335078746308804,0.0002501933807807,0.7972299981519975,0.0157875980657743,34.81676878576941,0.2184448160170923,39.43148265236276,4.548630212937585,0.0007482517096782,0.9512888908846632,0.0272705577762025,49.689668489633625,0.2165017122620585,40.07044693502439,4.580738866244701,0.0006999510902478,0.9573853769563172,0.0263785225101044,6
12,Cinnamomum Iners,92.43246971004848,0.096246065583473,276.4835394915823,12.09902051078418,0.0001776391705152,0.894014133764252,0.0132997045748952,102.29701079766028,0.1031910232894992,264.18556390682085,11.7608873551205,0.0002277961472496,0.8934908410691293,0.0150545195511336,40.88867022930542,0.0871641234828938,286.83304812203926,12.608618116290392,0.000178139047313,0.854489127336691,0.013318690365438,50.026499846121126,0.161603166825711,78.003658320148,6.501620998273559,0.0003386404914373,0.9568609053972256,0.0183515678390514,65.7323404607805,0.173697725443723,64.72879014936626,5.929586614610663,0.0003974300349684,0.9635101723531214,0.0198817962282258,4
13,Cratoxylum Formosum,106.76402576763483,0.1306267006720332,266.71691901395894,10.825020255665734,0.0003453841525127,0.8940257955698492,0.0185313876458348,114.60900665410252,0.1507308035265786,255.9500867354139,10.392463329022366,0.0009402683260713,0.8809100365642395,0.0305680695309311,37.42480506179501,0.0935239284731034,284.77866704061233,12.213291354255094,0.000168355685555,0.881073367095905,0.0129421049159542,53.22221301952317,0.1588581055330065,98.0155698119502,6.933336390411503,0.0003616367070784,0.937990679907052,0.0189571142041627,66.19590187035975,0.1800644007115178,78.37086109716857,6.080620746928016,0.0004528244071175,0.9427291166519074,0.0212125864909161,7
14,Alstonia Angulstiloba,106.83967334593044,0.142867268893428,210.52063200503585,9.492963958363962,0.0004686532087818,0.8888011921633961,0.0216020402794194,116.19594807805603,0.153390890287055,209.57434714978808,9.310364461669105,0.0007076594070881,0.8937251853666422,0.0265478775094449,40.004441872954345,0.1188216461980181,208.1699795435654,10.082674850329626,0.0003360518285544,0.8228950852967409,0.0182910617304376,54.840113870176296,0.1439449523035923,97.8944492903308,7.329784023381627,0.0003947133742769,0.9359349307754774,0.019814649712179,60.62090787110279,0.1872060012399602,57.363563078715096,5.519650372635373,0.000690228367879,0.9437723050184448,0.0261992846461564,0
15,Spathodea Campanulatum,101.48480420779032,0.0964990326843202,341.8366643594516,13.208793682737976,0.0002046317036706,0.8702962721401841,0.0142733847073662,107.87827546093384,0.107788385452042,334.6300835444911,12.913695833655602,0.0003422764129161,0.8605107336955142,0.0184469060862731,57.698608855662286,0.0827099597955119,363.5236223476985,13.940071742170424,0.0001471065086011,0.8608316064104907,0.0121025990976144,46.67158845731029,0.1312119073435003,123.94472459942054,8.156180451998118,0.0003253829727326,0.91509238557395,0.0179903332571465,59.64135315371272,0.1460961498780452,103.8154639266539,7.343915362841615,0.0003707452599471,0.9303610612337668,0.019201577939898,16
16,Clausena Excavata,76.34202333950053,0.0931186143616748,323.0082694179467,12.80056416772484,0.0001744823237659,0.9074444866486412,0.0131803824332504,89.2551306761323,0.0934001753800967,331.33029901418365,12.895061290134766,0.0001777514175628,0.9169512918496134,0.0133034116737703,24.768086166227413,0.0930205620441528,269.6607442853835,12.103513453461694,0.0002490459096988,0.7902704689685495,0.0157473945331153,39.26196690728698,0.1857592289342859,62.7318214040146,5.756724746078081,0.0004220823525236,0.9648485827828434,0.0204853719919579,54.12217936236302,0.1809140673913791,66.0122419594855,5.870650014495047,0.0003691985245474,0.9730252288413804,0.0191596522197572,6
17,Syzygium Polyanthum,91.6068766383155,0.0817093264955235,350.5222568210733,13.859337927268225,0.0001672210305824,0.8532962368652672,0.0129095678245874,101.000709805283,0.0855271842818698,339.3735584826079,13.56589174023619,0.0001947023020864,0.8498445064426468,0.0139257048689781,40.23760322472004,0.0754878776019761,367.19107316068585,14.44893128135002,0.0001715883452971,0.8067767722294101,0.0130768195031153,46.1113081600681,0.1552527821450037,78.71375961672551,6.60501171310042,0.0004246020880942,0.9350348383125018,0.0205538280502064,65.32443454279216,0.1699180097051619,68.35899610562066,6.074581168068939,0.0004640112489612,0.945770916153162,0.0214856655202334,18
18,Sandoricum Koetjape,88.98689642144984,0.0892500827913696,382.2269221620723,14.203438301998707,0.000138505947227,0.9191431488683474,0.0117340122580754,97.44978982373254,0.0981307451857521,361.9601547487866,13.7340924309774,0.0002582726802088,0.902229462304038,0.0160059303210914,35.185282784537634,0.0751608908361563,390.6171242314736,14.763192741487304,0.0001300473812283,0.8708996850157539,0.0113781450517463,43.41364226015128,0.1620486855855222,92.66452129873848,6.964690299836566,0.0003184187653038,0.9568027986350648,0.0177907145981445,61.317298879138704,0.1745441933690277,72.64277763650972,6.13507411057159,0.0003458094215867,0.9659667098215988,0.0185386972008102,14
19,Sterculia Parviflora,92.85612980999728,0.0927250211709288,270.24502680264305,12.175911358034908,0.0001877492500283,0.8721461588313713,0.0136733046425589,103.87925400291098,0.0987085205774477,259.7571514411836,11.865279552893938,0.0002326812279136,0.859940542978576,0.0152194670155683,31.44252698646606,0.0857102549884002,288.2491715898032,12.750503098361651,0.0002109485108228,0.824930585665122,0.0144952728115526,48.20002573366807,0.1567299372628918,81.08484576372507,6.649883729087317,0.0004231295299021,0.9368483980899656,0.0205159872090852,66.2248525531293,0.1722940828192323,67.74517460614733,5.961121391892476,0.0004890500996123,0.9513915008487882,0.0220545423916616,17
20,Alstonia Angulstiloba,103.90374814969044,0.13187376043515,141.1238812216531,8.523477254068519,0.000397522349735,0.8789317670395451,0.0198972015926963,118.62558778571474,0.1488988999769583,130.58128928949222,8.046690293742952,0.0006903982475843,0.8686801070317595,0.0262071209922208,36.82715844522892,0.1116771302469271,169.20077617242714,9.6431114082627,0.0003155201784993,0.8585791984539592,0.0177256943645193,62.14191626713149,0.1603771386225772,72.05318501884933,6.286807399155698,0.0005417506151419,0.9239343808610064,0.0232203948081063,76.16237657193972,0.1878397108692487,52.891791757159005,5.29145127715235,0.0006785517467847,0.9408700447105722,0.0259854471673942,0
21,Claoxylon Indicum,82.97115430934285,0.0848666838724305,337.8123005669559,13.625320156113125,0.0001560618512531,0.8677612572182192,0.012465543922789,97.92547218682664,0.0888951062615648,334.6257924548658,13.498858586604555,0.0001734342460513,0.8682768503389354,0.0131385270434955,31.527955125427763,0.0810669898814769,325.0296563534624,13.569105399849343,0.0001745855941257,0.8227355809496821,0.0131855841882073,35.483005948977635,0.1824962319892152,57.75565380981426,5.604513616305571,0.000626597262033,0.9274939194038264,0.0249593761882561,50.81671388679654,0.1898204372242024,56.344503705656834,5.440974723704905,0.0006445899824701,0.940061760970052,0.0253131225584867,5
22,Bridelia Sp.,87.80873494153188,0.0835380019312216,339.6370434340435,13.64690959609214,0.0001651516104514,0.845183304225203,0.0128237402875661,93.8070843497406,0.0841708100808425,346.15678220850555,13.731751341581736,0.0001515814245384,0.8655777131788424,0.0122839929606895,37.11561009055913,0.0803435662549041,328.1252264086294,13.59112266794716,0.0001936515565498,0.7879691785380258,0.0138885260691474,30.695178367579665,0.1949355820587299,48.335548296014565,5.150480543435442,0.0006835716670871,0.9355544570726804,0.0260732794986669,43.06991882371208,0.1968956556059565,47.55805974278314,5.090165260987631,0.0006166177668836,0.9476556364362104,0.0247637802590467,1
23,Pometia Pinnata,93.84061581001696,0.1242825470084874,190.05314786107803,9.609281954657796,0.0002374717157023,0.9334915680846012,0.0153753414799215,107.1350634822586,0.1387567371190732,181.8676137428417,9.270096408152977,0.0004163829302269,0.9199259308749038,0.0203527474665895,22.27054393873721,0.1142503572875541,189.31243150875923,9.913208206510737,0.0003470961608643,0.8926755348826716,0.0185853046536974,44.58410645241405,0.2101821116341904,49.49377231029148,4.922437502530718,0.0006231902991675,0.9628782957935296,0.0248940503400069,61.29958670547026,0.2342884008248205,43.83766702652371,4.40444732117216,0.000773915100375,0.9717648466370672,0.0277431191132034,13
24,Sterculia Parviflora,89.70606180447608,0.1077633285144333,230.0057262856878,10.99850094952638,0.000240791308252,0.888252997197969,0.015487745169641,104.04510284721648,0.1156800270785234,221.80173946314756,10.728321538403682,0.0003245587293292,0.8761136843520682,0.017965597501457,30.644388757057524,0.095141201708594,249.84401221597176,11.68416443689712,0.0002276936512641,0.8949787646572055,0.0150607322710036,47.5736458017961,0.190467768405773,56.68180257514294,5.535102765390125,0.0005884466856565,0.9427551443499324,0.0241901676096053,64.03084330421679,0.2066292982112878,45.248141772699306,4.933379560115057,0.0006476709349006,0.9574764655574342,0.0253751403318079,17
25,Calophyllum,110.94961856998486,0.1421872964284705,211.433679544345,10.654132370137644,0.003142484252543,0.8969880692575034,0.0559273913491471,112.56681886854624,0.1355868228713619,199.40819120459747,10.417502549889509,0.0020156525948795,0.8613617339814001,0.0448247530296287,50.13272288586949,0.091153094327019,246.13691157223144,11.863774950539495,0.0002436196448552,0.8917511200752313,0.0155867040825078,45.562535964947074,0.1989176589308331,45.49218252108116,4.97751966455793,0.0007131773314376,0.9509612820217614,0.026636443150166,58.42610510784249,0.2269902304266755,37.92588097037478,4.403232642870102,0.0009162926662349,0.955895729964263,0.0301936275057575,2
26,Pennisetum Purpureum,81.30653112186961,0.084163381941766,313.8859327127145,13.236256755531867,0.0001690383732905,0.8452712844250165,0.0129717071715697,94.2289763652698,0.0865437870141979,308.8587419388723,13.099385754915811,0.0001832886072269,0.8336593307061425,0.0135074349698191,42.11038380282237,0.0802346477142136,327.7513789975358,13.623616207916552,0.0001648694227224,0.8352393455224587,0.012810809545902,28.26950946864108,0.2237444841536671,30.953331377336447,4.203916228479001,0.0012150311750903,0.9217550884099506,0.0347618066740264,42.94981304518132,0.2058861806032969,40.5609281200467,4.754585949396549,0.0008411303437326,0.9379679324256928,0.0289185080777608,12
27,Sterculia Parviflora,117.06763420724066,0.2015987791530517,105.30789813295078,6.82013634642082,0.0010987843530355,0.902668042657433,0.0330540280093131,115.33548619001502,0.2009700037229462,109.18109666287808,6.870215601284824,0.0010303359356644,0.9086816159438128,0.0320274324408033,44.5267227412362,0.1472825643777662,142.92098605675028,8.407777146544058,0.0005822627657115,0.8537141236021756,0.0240857483808705,40.66655690218672,0.2448541263530125,71.78313765096868,5.578749877260054,0.0015667969684702,0.9540285558886272,0.0394677531238254,49.41395779853821,0.2504089280710031,49.453366227608015,4.7530435971888245,0.0013922533809478,0.956658291364754,0.0372065882369407,17
28,Campnosperma Auriculatum,92.65470087070824,0.0851251812811448,548.8237936835916,16.180513053233113,0.0001304682875071,0.8717414917915933,0.0113948980015913,101.13960497699046,0.0982567325134952,530.0667163174927,15.750262382229195,0.0003370497349887,0.8684226469638712,0.0182838809712058,59.40955770439778,0.0693665792650346,603.250585936788,17.617867157059976,8.75250474676972e-05,0.8491259303239033,0.0093328982584829,41.31253337255194,0.1428408774704112,183.00477096951505,9.290429087371448,0.0002455328193378,0.9109298004140453,0.0156216706194322,63.64837326281263,0.1360337928627589,204.4838686738005,9.688513748821062,0.0002275813890882,0.9186773240770428,0.0150402699225284,3
29,Leea Indica,117.30807454339764,0.1782809237254057,122.95631361819508,7.324283909780044,0.0007057052351159,0.902154627748062,0.0264882055788559,124.0055949688549,0.198961405390006,115.5463383550582,6.949037565265815,0.0015123553965885,0.8957657905830363,0.0387591951147574,38.66302639647768,0.1250895530620315,162.47881308622567,9.115843892154906,0.00030580255086,0.9088843055850347,0.0174406478128139,58.33986085975632,0.1963819620997594,50.356076689891815,5.226689723194978,0.0005656886585701,0.9584515422571194,0.0237159209348569,65.56453916276018,0.2278690445131503,35.11655328357691,4.337461279845001,0.000724143212961,0.9667934011051242,0.0268263224185318,11
30,Dillenia Suffruticosa,82.33457385724502,0.1048525369731615,258.7250508275376,11.495184113916483,0.0002355042800373,0.9096529426235486,0.0153180860422593,96.21107799038327,0.1084263197966394,258.64700459201663,11.417419222258832,0.0002579464166862,0.9044541924836732,0.0160314316837985,21.364208878753026,0.1110626479315743,220.2098853258746,10.760708881842556,0.0003483639585676,0.8855574743509808,0.0186227913049041,52.37360220516429,0.1659625358653951,77.67849953646886,6.450792697247092,0.0005074780351577,0.944865315580222,0.022466361750708,68.12570479196789,0.1765125300207892,73.42655057724761,6.197498767011379,0.0005945118677844,0.9509426421546404,0.0243175963616648,8
31,Sterculia Parviflora,93.06831629241648,0.1098993267773217,181.98533311809217,10.01636519352553,0.0002602317683531,0.8968976190718169,0.0160992096904382,103.9714920258773,0.1143510251742414,176.44706076259322,9.834437767648325,0.0003042032684551,0.8777827889901455,0.0174001706441128,39.18333047506941,0.101833362269572,196.5517224666937,10.532379505537849,0.0002620146416571,0.8694961814795287,0.0161545457844871,54.96644954554461,0.1826970164308493,65.44327979103065,5.816095430061095,0.0005962749391972,0.9366285590005894,0.0243535593873275,70.57571779415787,0.2101206764647074,52.55294816768371,5.071663408997386,0.0008438743414432,0.9339013296552846,0.0289723953275329,17
32,Ficus Variegata,104.96998590028772,0.1001343768004322,348.4658173814186,13.334037596052422,0.0002516327597712,0.8571140334015125,0.0158223067582252,114.2531348000512,0.1201480423150037,316.2911582770611,12.477459146723229,0.0006773276936729,0.8191404190129064,0.0259312687955789,47.128716860753975,0.0691523380336433,437.0772102043793,15.726542819747284,0.0001237316551463,0.836200079196703,0.0110987441000868,65.19546091529179,0.1146996938799626,162.93939243543184,9.470141308144932,0.0002361754113257,0.91523739008537,0.0153247579430874,84.04045025033241,0.1503359992651506,101.92673079348984,7.252730140845658,0.0003610299227038,0.9328227246461605,0.0189472298836786,10
33,Spathodea Campanulatum,99.52256888352508,0.0875508686160659,484.560930048452,15.317109966208813,0.0001721958885982,0.8365364906390224,0.0130930927181762,107.04037258030316,0.1008399386357025,451.9327496409144,14.675896731847434,0.0004021778600997,0.8230531637542906,0.0199817876168288,55.94593956110559,0.0682472554761035,555.8729798628074,17.08058248121602,9.432908833758404e-05,0.8543080314705698,0.009690729523824,39.71067634545287,0.1455143529230461,137.33044966108622,8.089775570477496,0.0003295638978875,0.9027798293295716,0.0181054247536924,55.13375170995442,0.1477092048957584,140.99224956341067,8.029363069466745,0.0003181572193482,0.92080287190448,0.0177879347487883,16
