,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
2,['Bridelia Sp.'],['Bridelia Sp.'],1
10,['Clausena Excavata'],['Clausena Excavata'],2
13,['Falcataria Moluccana'],['Falcataria Moluccana'],4
17,['Shorea Leprosula'],['Shorea Leprosula'],2
19,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
