,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],2
10,['Claoxylon Indicum'],['Claoxylon Indicum'],1
12,['Clausena Excavata'],['Clausena Excavata'],1
18,['Falcataria Moluccana'],['Falcataria Moluccana'],1
22,['Ficus Variegata'],['Ficus Variegata'],1
33,['Spathodea Campanulatum'],['Spathodea Campanulatum'],4
40,['Sterculia Parviflora'],['Sterculia Parviflora'],3
