,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
21,['Falcataria Moluccana'],['Falcataria Moluccana'],3
35,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
40,['Sterculia Parviflora'],['Sterculia Parviflora'],4
