,test,pred,tp_count
0,['Bridelia Sp.'],['Bridelia Sp.'],3
2,['Falcataria Moluccana'],['Falcataria Moluccana'],5
8,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
