,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
2,['Bridelia Sp.'],['Bridelia Sp.'],1
11,['Clausena Excavata'],['Clausena Excavata'],1
16,['Falcataria Moluccana'],['Falcataria Moluccana'],3
27,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
31,['Sterculia Parviflora'],['Sterculia Parviflora'],4
