,test,pred,tp_count
0,['Bridelia Sp.'],['Bridelia Sp.'],2
2,['Falcataria Moluccana'],['Falcataria Moluccana'],3
9,['Spathodea Campanulatum'],['Spathodea Campanulatum'],6
