,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],2
15,['Clausena Excavata'],['Clausena Excavata'],1
21,['Falcataria Moluccana'],['Falcataria Moluccana'],4
38,['Spathodea Campanulatum'],['Spathodea Campanulatum'],3
43,['Sterculia Parviflora'],['Sterculia Parviflora'],4
