,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
13,['Clausena Excavata'],['Clausena Excavata'],1
17,['Falcataria Moluccana'],['Falcataria Moluccana'],5
26,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
31,['Sterculia Parviflora'],['Sterculia Parviflora'],4
