,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],2
14,['Clausena Excavata'],['Clausena Excavata'],1
17,['Falcataria Moluccana'],['Falcataria Moluccana'],3
25,['Shorea Leprosula'],['Shorea Leprosula'],1
28,['Spathodea Campanulatum'],['Spathodea Campanulatum'],3
34,['Sterculia Parviflora'],['Sterculia Parviflora'],4
