,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],2
13,['Clausena Excavata'],['Clausena Excavata'],1
18,['Falcataria Moluccana'],['Falcataria Moluccana'],2
30,['Spathodea Campanulatum'],['Spathodea Campanulatum'],4
36,['Sterculia Parviflora'],['Sterculia Parviflora'],3
