,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],4
8,['Clausena Excavata'],['Clausena Excavata'],1
11,['Falcataria Moluccana'],['Falcataria Moluccana'],4
16,['Shorea Leprosula'],['Shorea Leprosula'],1
19,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
