,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],4
1,['Bridelia Sp.'],['Bridelia Sp.'],1
9,['Clausena Excavata'],['Clausena Excavata'],2
13,['Falcataria Moluccana'],['Falcataria Moluccana'],3
18,['Shorea Leprosula'],['Shorea Leprosula'],1
21,['Spathodea Campanulatum'],['Spathodea Campanulatum'],4
