,test,pred,tp_count
0,['Bridelia Sp.'],['Bridelia Sp.'],2
3,['Falcataria Moluccana'],['Falcataria Moluccana'],4
10,['Spathodea Campanulatum'],['Spathodea Campanulatum'],3
