,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
19,['Falcataria Moluccana'],['Falcataria Moluccana'],4
32,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
37,['Sterculia Parviflora'],['Sterculia Parviflora'],4
