,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
13,['Clausena Excavata'],['Clausena Excavata'],1
21,['Falcataria Moluccana'],['Falcataria Moluccana'],2
36,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
40,['Sterculia Parviflora'],['Sterculia Parviflora'],3
