,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],4
1,['Bridelia Sp.'],['Bridelia Sp.'],1
8,['Clausena Excavata'],['Clausena Excavata'],1
11,['Falcataria Moluccana'],['Falcataria Moluccana'],4
15,['Shorea Leprosula'],['Shorea Leprosula'],2
18,['Spathodea Campanulatum'],['Spathodea Campanulatum'],4
