,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],4
7,['Clausena Excavata'],['Clausena Excavata'],2
10,['Falcataria Moluccana'],['Falcataria Moluccana'],3
16,['Shorea Leprosula'],['Shorea Leprosula'],1
20,['Spathodea Campanulatum'],['Spathodea Campanulatum'],4
