,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],2
13,['Clausena Excavata'],['Clausena Excavata'],1
18,['Falcataria Moluccana'],['Falcataria Moluccana'],3
22,['Ficus Variegata'],['Ficus Variegata'],2
32,['Spathodea Campanulatum'],['Spathodea Campanulatum'],3
38,['Sterculia Parviflora'],['Sterculia Parviflora'],5
