,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],4
8,['Clausena Excavata'],['Clausena Excavata'],1
11,['Falcataria Moluccana'],['Falcataria Moluccana'],5
14,['Shorea Leprosula'],['Shorea Leprosula'],2
17,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
