,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],4
7,['Clausena Excavata'],['Clausena Excavata'],1
11,['Falcataria Moluccana'],['Falcataria Moluccana'],4
14,['Ficus Variegata'],['Ficus Variegata'],1
17,['Shorea Leprosula'],['Shorea Leprosula'],1
21,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
