,test,pred,tp_count
0,['Alstonia Angulstiloba'],['Alstonia Angulstiloba'],3
22,['Falcataria Moluccana'],['Falcataria Moluccana'],4
31,['Shorea Leprosula'],['Shorea Leprosula'],2
33,['Spathodea Campanulatum'],['Spathodea Campanulatum'],5
37,['Sterculia Parviflora'],['Sterculia Parviflora'],4
