,importance
b_glcm_mean,0.18275749601117042
b_mean_correlation,0.17653702707794636
b_mean_dissimilarity,0.17057631868187323
b_mean_contrast,0.1692651027020444
b_mean_homogeneity,0.16329637505019004
b_mean_ASM,0.13756768047677564
