,importance
NIR_glcm_mean,0.1925638613495204
NIR_mean_correlation,0.18111650392770084
NIR_mean_ASM,0.1584596230252062
NIR_mean_contrast,0.1573335899261893
NIR_mean_homogeneity,0.15714133140649006
NIR_mean_dissimilarity,0.1533850903648932
