,index_,tree_name,r_glcm_mean,r_mean_homogeneity,r_mean_contrast,r_mean_dissimilarity,r_mean_ASM,r_mean_correlation,r_mean_energy,g_glcm_mean,g_mean_homogeneity,g_mean_contrast,g_mean_dissimilarity,g_mean_ASM,g_mean_correlation,g_mean_energy,b_glcm_mean,b_mean_homogeneity,b_mean_contrast,b_mean_dissimilarity,b_mean_ASM,b_mean_correlation,b_mean_energy,RE_glcm_mean,RE_mean_homogeneity,RE_mean_contrast,RE_mean_dissimilarity,RE_mean_ASM,RE_mean_correlation,RE_mean_energy,NIR_glcm_mean,NIR_mean_homogeneity,NIR_mean_contrast,NIR_mean_dissimilarity,NIR_mean_ASM,NIR_mean_correlation,NIR_mean_energy,Wideband_Red_MEAN_I_mean,Wideband_Red_MEAN_I_median,Wideband_Red_MEAN_I_25th,Wideband_Red_MEAN_I_75th,Wideband_Green_MEAN_I_mean,Wideband_Green_MEAN_I_median,Wideband_Green_MEAN_I_25th,Wideband_Green_MEAN_I_75th,Wideband_Blue_NONE_mean,Wideband_Blue_NONE_median,Wideband_Blue_NONE_25th,Wideband_Blue_NONE_75th,Wideband_Blue_MEAN_I_mean,Wideband_Blue_MEAN_I_median,Wideband_Blue_MEAN_I_25th,Wideband_Blue_MEAN_I_75th,RedEdge_NONE_mean,RedEdge_NONE_median,RedEdge_NONE_25th,RedEdge_NONE_75th,RedEdge_HOMOGENEITY_mean,RedEdge_HOMOGENEITY_median,RedEdge_HOMOGENEITY_25th,RedEdge_HOMOGENEITY_75th,RedEdge_MEAN_I_mean,RedEdge_MEAN_I_median,RedEdge_MEAN_I_25th,RedEdge_MEAN_I_75th,Blue_HOMOGENEITY_mean,Blue_HOMOGENEITY_median,Blue_HOMOGENEITY_25th,Blue_HOMOGENEITY_75th,Blue_ASM_mean,Blue_ASM_median,Blue_ASM_25th,Blue_ASM_75th,Blue_MEAN_I_mean,Blue_MEAN_I_median,Blue_MEAN_I_25th,Blue_MEAN_I_75th,NIR_NONE_mean,NIR_NONE_median,NIR_NONE_25th,NIR_NONE_75th,NIR_HOMOGENEITY_mean,NIR_HOMOGENEITY_median,NIR_HOMOGENEITY_25th,NIR_HOMOGENEITY_75th,NIR_MEAN_I_mean,NIR_MEAN_I_median,NIR_MEAN_I_25th,NIR_MEAN_I_75th,Red_HOMOGENEITY_mean,Red_HOMOGENEITY_median,Red_HOMOGENEITY_25th,Red_HOMOGENEITY_75th,Red_MEAN_I_mean,Red_MEAN_I_median,Red_MEAN_I_25th,Red_MEAN_I_75th,Green_NONE_mean,Green_NONE_median,Green_NONE_25th,Green_NONE_75th,Green_HOMOGENEITY_mean,Green_HOMOGENEITY_median,Green_HOMOGENEITY_25th,Green_HOMOGENEITY_75th,Green_MEAN_I_mean,Green_MEAN_I_median,Green_MEAN_I_25th,Green_MEAN_I_75th
10,10,Cinnamomum Iners,96.8840287757464,0.1088683545282256,337.6035437205422,12.497759082413989,0.0001959597050268,0.9152419409245895,0.013962417621247,106.8230606650921,0.1280281631590567,321.93386144825644,12.028508823587767,0.0004980092171383,0.9080906910640834,0.0222287001422344,42.93177945909535,0.0936729009481537,279.3594960871767,12.23246335971179,0.0001794706711968,0.8761035381997759,0.0133647180398156,52.29341200849412,0.136299781667222,149.5761006192228,8.58754954432382,0.0002307064348403,0.9435429296341664,0.0151483096256772,71.08366050058767,0.1680324135472208,94.87164024933809,6.654070943692783,0.0003298384068023,0.9588150849357058,0.018111296413241,0.7531574918908716,0.8136801213672645,0.3438224235700197,0.3445759128066444,0.4141183054313446,0.0521675903651371,0.4150016348272621,0.4800288875662599,0.090314077343461,0.0286507439096063,0.5471213521729765,0.0617887758409248,0.5499591413569404,0.2597672682542067,0.0464447405211318,0.1234612853444021,0.1152990698579265,0.1208769262189695,0.77490234375,0.83203125,0.33984375,0.33642578125,0.4192796647548675,0.051971435546875,0.42138671875,0.482177734375,0.08349609375,0.0288238525390625,0.5591170191764832,0.060089111328125,0.55126953125,0.2548828125,0.047760009765625,0.1172203719615936,0.1129150390625,0.1231689453125,0.69677734375,0.76708984375,0.25390625,0.306396484375,0.3058868572115898,0.0430831909179687,0.361572265625,0.441650390625,0.0694580078125,0.0247802734375,0.4575607255101204,0.047882080078125,0.5023193359375,0.2208251953125,0.037353515625,0.0752289686352014,0.09625244140625,0.09954833984375,0.81591796875,0.87060546875,0.43359375,0.37744140625,0.5232152938842773,0.060791015625,0.47314453125,0.5205078125,0.104248046875,0.033111572265625,0.645409494638443,0.0751953125,0.60498046875,0.29425048828125,0.05572509765625,0.1662469021975994,0.1318359375,0.1424560546875
11,11,Clausena Excavata,81.3833811931147,0.1336397291250566,192.3138267113644,9.539765533524069,0.0003550072141635,0.9115774638527006,0.0187890840278983,93.610974275667,0.1324033142329273,197.2639907886222,9.628316903684537,0.0003638150947217,0.9191515463173624,0.0190257388040222,41.18127371849144,0.1330117593186463,162.01811017489797,8.96553517352083,0.0004485981467331,0.8604026139644946,0.0211252981228835,45.8584932504605,0.1830129948973148,57.883933613696,5.600032539849599,0.0004975477538893,0.9616294297062716,0.0222471469145041,63.731703078518095,0.2082529711083426,44.07975246747509,4.842920635755828,0.0005873741791069,0.9718269129022686,0.0241744504415288,0.6371391745174633,0.7312703929227942,0.3179044117647059,0.3235305606617647,0.3695305747100535,0.0645817476160386,0.3708391615923713,0.5832206456801471,0.1619173835305606,0.0232590260225183,0.497086767799714,0.0643068874583524,0.4987452607996323,0.4356043916590073,0.0292043259564568,0.0845661918736775,0.1970961626838235,0.0824801635742187,0.6396484375,0.73681640625,0.3359375,0.32080078125,0.3775418400764465,0.06341552734375,0.369384765625,0.58251953125,0.15582275390625,0.02313232421875,0.5024533867835999,0.0609130859375,0.496337890625,0.44140625,0.0289688110351562,0.0857576541602611,0.193603515625,0.08233642578125,0.6043701171875,0.6982421875,0.265625,0.30712890625,0.2875001281499862,0.0474853515625,0.33050537109375,0.53564453125,0.1314697265625,0.0214691162109375,0.4187311306595802,0.04718017578125,0.45556640625,0.377197265625,0.026397705078125,0.0615095775574445,0.161590576171875,0.07391357421875,0.671875,0.76904296875,0.3828125,0.34033203125,0.4600527510046959,0.07843017578125,0.41064453125,0.63623046875,0.1871337890625,0.025238037109375,0.586518332362175,0.0806427001953125,0.5419921875,0.490966796875,0.032012939453125,0.1075049955397844,0.22998046875,0.09124755859375
12,12,Cinnamomum Iners,90.96469635399625,0.1153142740133295,239.6482604884979,10.696415414036643,0.0001802855772429,0.917461743074119,0.013378236077124,98.94594494837791,0.1206150636323837,238.8876327524903,10.58900999912511,0.0002140440834414,0.9126173687515406,0.0145711748545875,46.6704220913588,0.1120711040662553,196.97885640665697,10.121070124950997,0.0002570985948749,0.8709563568257033,0.015977933721285,46.077322233680974,0.1517360667513129,121.44223853120492,7.649897128228152,0.0002812611381272,0.9464166913740696,0.0167226369344736,63.36903941338724,0.1647706641227381,92.43526565442671,6.674580377284893,0.0003124242803758,0.9580230362254336,0.0176229236318767,0.7116290257676645,0.76618185343523,0.3788449147956563,0.3797817097274195,0.3589008332507336,0.0577157792357667,0.3627536102025476,0.5145187107363931,0.1143997136030496,0.0268031006546052,0.4875200317073446,0.0590385488139316,0.4918747215076002,0.3229178370035097,0.0410189329929134,0.098812399276854,0.1558872224486465,0.0973069037059743,0.71533203125,0.77099609375,0.37890625,0.374267578125,0.3488188982009887,0.055572509765625,0.360595703125,0.517578125,0.10748291015625,0.026702880859375,0.4896580278873443,0.057403564453125,0.4921875,0.321044921875,0.040557861328125,0.0890136212110519,0.14892578125,0.09552001953125,0.6630859375,0.71923828125,0.3046875,0.344482421875,0.2654008567333221,0.044189453125,0.307373046875,0.4658203125,0.08551025390625,0.0234832763671875,0.401129275560379,0.045928955078125,0.436767578125,0.263916015625,0.03399658203125,0.0614814478904008,0.1192626953125,0.078369140625,0.7626953125,0.81640625,0.453125,0.40966796875,0.4456422030925751,0.0682373046875,0.417236328125,0.56591796875,0.1322021484375,0.0301513671875,0.5781719088554382,0.070068359375,0.55078125,0.37646484375,0.047515869140625,0.1264640986919403,0.1866455078125,0.11566162109375
13,13,Alstonia Angulstiloba,121.0788423376974,0.1939487019972268,120.12926639244614,7.136580104145469,0.0011678866028252,0.9024132701581844,0.0341049604665477,126.26579529375066,0.2084537535896883,112.10280147971352,6.793494767493803,0.0022486586240143,0.8774172561921301,0.0473251647347535,47.98788291888481,0.135917857896192,134.31502364184234,8.282365252457216,0.0004126709590071,0.869195140153564,0.0202660005185615,65.43308327730458,0.1476533029049453,85.25562780344266,6.857299791070872,0.000404883022401,0.9392204245207512,0.0200548829069121,74.06863646626402,0.1718004373810984,63.12511852067952,5.8406709465147655,0.0005762132102875,0.936893468171108,0.023943394499671,0.895330230949461,0.9237957385159278,0.3704885083575581,0.3725296966789305,0.5091541535026112,0.0742159200269122,0.5090744432552841,0.5225299302921739,0.1005322744680005,0.0364735921223958,0.5655715899383144,0.0897878744805506,0.5667149802511052,0.2693516428156416,0.0715722993362781,0.1766331988280772,0.1370030839313832,0.1733068155687908,0.89990234375,0.92919921875,0.375,0.37353515625,0.5202302932739258,0.07269287109375,0.5166015625,0.5234375,0.09356689453125,0.0367431640625,0.5755021572113037,0.088623046875,0.57080078125,0.258056640625,0.07177734375,0.1756238341331482,0.1317138671875,0.1744384765625,0.87158203125,0.90625,0.3125,0.351318359375,0.4494280517101288,0.058929443359375,0.474365234375,0.471923828125,0.07421875,0.033935546875,0.5159120559692383,0.0728759765625,0.5361328125,0.2130126953125,0.063232421875,0.1410884000360965,0.10699462890625,0.156982421875,0.92626953125,0.94677734375,0.4296875,0.39501953125,0.5814076066017151,0.088623046875,0.54638671875,0.57421875,0.1207275390625,0.03936767578125,0.6254535019397736,0.10626220703125,0.59814453125,0.31689453125,0.08062744140625,0.2126375548541546,0.1600341796875,0.1907958984375
14,14,Spathodea Campanulatum,102.45250850168088,0.1128430181274651,231.66351543547347,10.745884521552831,0.0002684187073526,0.8715546155717531,0.0163396616641013,112.86215762076677,0.13130792100202,221.7479603413805,10.377384558917132,0.000639686245137,0.8593865117529013,0.0251923297050437,66.91204335704728,0.1103425270780149,215.98275247865035,10.542029560727345,0.0002780084685323,0.8536353842401301,0.0166322565439472,62.08663331794982,0.1152631848225575,171.50263788514985,9.51321240725849,0.0002559877887002,0.9056772236573593,0.0159575641497747,82.26518648894837,0.1496076528491763,110.98296956103512,7.378765857888871,0.0004016707194039,0.9275894186138044,0.0199856222465555,0.7969936990865046,0.8584042342893254,0.524008532873887,0.5262260995428593,0.5018752024454339,0.060700762984894,0.4994055097794783,0.4258973945691747,0.0583434295615917,0.04489251033204,0.641379674585423,0.0773832783731897,0.6398367226210763,0.2444406349454237,0.0680809088159635,0.1592391531062185,0.1140023446477654,0.1561390565754848,0.80078125,0.862060546875,0.53515625,0.5322265625,0.5081683993339539,0.0594482421875,0.501953125,0.428466796875,0.05572509765625,0.045257568359375,0.6559437811374664,0.07373046875,0.64404296875,0.2457275390625,0.06829833984375,0.1540185585618019,0.113037109375,0.156494140625,0.77099609375,0.83642578125,0.46484375,0.492919921875,0.4278457686305046,0.048797607421875,0.466064453125,0.38525390625,0.0467529296875,0.041717529296875,0.5841801315546036,0.058807373046875,0.60791015625,0.2169189453125,0.06060791015625,0.1179880201816558,0.0985107421875,0.1419677734375,0.82568359375,0.8857421875,0.59375,0.556640625,0.581919401884079,0.071533203125,0.53564453125,0.468505859375,0.0672607421875,0.047943115234375,0.7146064639091492,0.09466552734375,0.67724609375,0.27294921875,0.07476806640625,0.1946189068257808,0.129150390625,0.171142578125
15,15,Clausena Excavata,92.303824193751,0.124891201475794,216.4902104756179,10.094869414047537,0.0002496998347214,0.9224913786049403,0.0157646071972082,103.20481933706914,0.1302490734318026,219.2748304211957,10.071956593665586,0.0002803217564464,0.9241898495016878,0.0167021567675515,44.87027628982139,0.1199401004631476,184.782178759573,9.675939315729812,0.0002786428551393,0.8877908488592567,0.016654447406141,49.92469317821769,0.1777049567102094,68.76433674710937,5.98112179052575,0.0003829407486175,0.9631951509947716,0.0195141569351073,67.77071952704597,0.2022120808767039,53.70611615001651,5.15278032997332,0.0004778015694963,0.9718797614600018,0.0217961541029138,0.722339668506721,0.8002319235269256,0.3437198800614382,0.3458905994705333,0.3964075495089715,0.067609381640329,0.3935608332962874,0.5786531760750402,0.1526282397154906,0.0242038690943578,0.5189916584112332,0.067681165962905,0.5166309978945035,0.4211187851855646,0.031349430339045,0.0926169758106445,0.1940278196893233,0.0890183861688597,0.73095703125,0.8095703125,0.3515625,0.3447265625,0.4024350196123123,0.0657958984375,0.398681640625,0.58740234375,0.146240234375,0.0244140625,0.5265390872955322,0.0662841796875,0.52197265625,0.419189453125,0.03173828125,0.0919681079685688,0.19287109375,0.0894775390625,0.67333984375,0.75341796875,0.27734375,0.3125,0.3176759630441665,0.05010986328125,0.34228515625,0.5223388671875,0.11572265625,0.0212860107421875,0.4463222920894623,0.049407958984375,0.4716796875,0.372314453125,0.0260162353515625,0.0669219177216291,0.164306640625,0.0750732421875,0.7705078125,0.84765625,0.4140625,0.374755859375,0.4805018901824951,0.0843505859375,0.43994140625,0.63671875,0.1788330078125,0.0268096923828125,0.6019121259450912,0.08612060546875,0.56396484375,0.469970703125,0.03594970703125,0.1178758405148983,0.22412109375,0.1011962890625
16,16,Syzygium Polyanthum,88.87232322175878,0.1118030644553334,294.84430330140464,11.782176554215074,0.0001718138575611,0.9347626545480736,0.0130855637261094,97.44870796547104,0.1228028175403019,287.591734246127,11.526937367932929,0.0003611747777308,0.9355254018297527,0.018958241439211,50.75664821029708,0.0991100963817375,264.24765601793285,11.603761395328142,0.0002193076658209,0.8633460516687376,0.0147814177358255,48.33082337508304,0.1644573294238795,95.3797727128408,6.934950379967037,0.000307635622955,0.9649609633994178,0.0174972255389523,74.10293602142784,0.1861380672337227,73.06185908200567,5.838726672651823,0.0003845980724268,0.973462883940138,0.0195625439545849,0.7355321050139867,0.7955324618836959,0.426164311981393,0.4243412684459077,0.4045562353670502,0.0657201742508437,0.4112721226479339,0.5399446782377577,0.120100518062682,0.0291649582859416,0.5975023468430389,0.0744444856938627,0.603851315801536,0.355448988135228,0.0372216679725969,0.0946054674567756,0.1728051735303516,0.0947942889632967,0.73388671875,0.7978515625,0.4296875,0.42236328125,0.393688827753067,0.0606689453125,0.40966796875,0.5390625,0.11151123046875,0.029144287109375,0.6087134480476379,0.07476806640625,0.61181640625,0.34130859375,0.036376953125,0.0808754786849021,0.149169921875,0.09185791015625,0.67236328125,0.73583984375,0.35546875,0.387939453125,0.3169775903224945,0.047943115234375,0.355224609375,0.482666015625,0.0921630859375,0.025482177734375,0.5290663242340088,0.05694580078125,0.5556640625,0.28271484375,0.028961181640625,0.0578056070953607,0.1180419921875,0.0701904296875,0.79345703125,0.8525390625,0.50390625,0.4599609375,0.4863732606172561,0.0772705078125,0.463623046875,0.59814453125,0.1405029296875,0.03265380859375,0.6826929748058319,0.0911865234375,0.65185546875,0.418212890625,0.04425048828125,0.1212909035384655,0.2225341796875,0.1148681640625
17,17,Sandoricum Koetjape,87.93950878963236,0.126162727669197,303.3800968891833,11.536969302425335,0.000216948951867,0.9519890889519892,0.0146881803468467,96.78017522174092,0.13208502649293,285.0492598789134,11.216513178100112,0.0002983848451285,0.9454447139927338,0.0172239153932683,41.57409751284406,0.1078492323203045,242.57711706597823,11.11916512077338,0.0001709753226506,0.9122730253363244,0.0130422404131708,44.32773941136499,0.1901774845865422,100.6694425425898,6.571901824992113,0.0003188145956252,0.9684167713731416,0.0178008320769996,64.7514456793812,0.2138987206179707,70.35458432850388,5.315947402499221,0.0003662317122461,0.9786357916116925,0.0190779554409529,0.6990576174653746,0.7591960737652587,0.3429869341139313,0.3451022975894712,0.3672464765967865,0.0653986717013978,0.3665934068804419,0.5428078328181909,0.147875685836198,0.0229364025655217,0.5145356222178177,0.0715207221701778,0.5148084029612985,0.3290004383749715,0.0352238731750073,0.0857807383016188,0.1874471588447374,0.0828964323707683,0.72412109375,0.7822265625,0.3359375,0.338623046875,0.3556239902973175,0.057098388671875,0.372314453125,0.537109375,0.12066650390625,0.02294921875,0.5237256288528442,0.0672607421875,0.52490234375,0.294677734375,0.03497314453125,0.0770071074366569,0.1656494140625,0.08343505859375,0.61767578125,0.69873046875,0.23046875,0.2763671875,0.2552662715315819,0.043243408203125,0.300537109375,0.46875,0.0860595703125,0.0185546875,0.4267467707395553,0.050750732421875,0.455810546875,0.220458984375,0.023529052734375,0.0458734547719359,0.126953125,0.061798095703125,0.7998046875,0.84814453125,0.4453125,0.412841796875,0.4751748889684677,0.07904052734375,0.4404296875,0.61083984375,0.1773681640625,0.0274658203125,0.6228700429201126,0.08819580078125,0.59375,0.42041015625,0.0456008911132812,0.1166158597916364,0.2242431640625,0.10418701171875
18,18,Sterculia Parviflora,96.65544424336215,0.110031836311962,197.58931807515543,10.2533060952538,0.0002534941302622,0.903340621255276,0.0158886205781966,106.94097172820284,0.1163591971943229,191.62961314569813,10.071565025757398,0.0003057505478261,0.8992521734058473,0.0174416420710069,50.9205317811933,0.1091490356861934,181.6107354325652,9.985146823536317,0.0002782657783041,0.8664519800541892,0.016646283554234,47.78929982963884,0.1614226085305628,82.09797490830739,6.663292850555253,0.0003959780035745,0.9445954797215604,0.0198473237498057,68.48215582702923,0.1848418148950599,64.28399978960908,5.718079783843538,0.0004388751499393,0.9649101886968656,0.0208914873734989,0.7757044831430652,0.8456205132509836,0.4213899700174031,0.4188135438046212,0.4086264562747975,0.0739165431939372,0.4027681881809927,0.5811169418815262,0.1392661133920886,0.0263252269846475,0.5642051069453792,0.0799927925082153,0.5575039103879766,0.4059239403676178,0.035275909571613,0.0983279625297192,0.190874155150776,0.0941418677784917,0.77685546875,0.84716796875,0.42578125,0.41650390625,0.4118754714727402,0.07427978515625,0.405517578125,0.5869140625,0.1309814453125,0.0261077880859375,0.5730135440826416,0.07904052734375,0.56005859375,0.408935546875,0.0352783203125,0.0970169566571712,0.1903076171875,0.0947265625,0.75244140625,0.8232421875,0.35546875,0.3955078125,0.3317270427942276,0.061279296875,0.367431640625,0.5400390625,0.11322021484375,0.0242156982421875,0.4876933768391609,0.06475830078125,0.5203857421875,0.369384765625,0.03167724609375,0.0729872528463602,0.1663818359375,0.08477783203125,0.7998046875,0.87060546875,0.4921875,0.43798828125,0.4821103513240814,0.0877685546875,0.439453125,0.63232421875,0.1573486328125,0.0283050537109375,0.6395290046930313,0.09503173828125,0.6015625,0.446533203125,0.03851318359375,0.1214010845869779,0.215087890625,0.103515625
19,19,Alstonia Angulstiloba,109.26023654306566,0.152988463722955,134.29261904999657,8.041602155370379,0.0004069240486447,0.8944789794658667,0.0201276554117192,121.65827333228935,0.1815246669130035,120.85642116824692,7.533690883537553,0.0011319649881662,0.8723676661432371,0.0335564092948512,66.12223185935112,0.1287574129943039,137.10343163365127,8.543431419139443,0.0003110182651593,0.9043878437679352,0.0175947126862649,63.03819759794034,0.1354020124815262,106.97303055876716,7.665330517179838,0.0003795963646242,0.9013827514699893,0.0194388934627972,79.70638185842634,0.1752653383903729,58.49733756230034,5.662638264569446,0.0006350363806072,0.9185910042942216,0.0251377675331438,0.8264360803954106,0.8974524033477359,0.5140293853149092,0.511529537788139,0.5024840035941439,0.082747163709148,0.5024614914045323,0.5389041629377314,0.110144760489832,0.0382705632844897,0.6161922189093915,0.1059804296736388,0.616330986387103,0.3491613625823192,0.0512453183108336,0.1378281183179188,0.1661108392322263,0.1352495661307654,0.8251953125,0.8984375,0.51953125,0.50341796875,0.5070904493331909,0.08111572265625,0.5068359375,0.54150390625,0.1029052734375,0.038543701171875,0.6229969263076782,0.1063232421875,0.61865234375,0.3466796875,0.05126953125,0.1360879838466644,0.1617431640625,0.135986328125,0.796875,0.87548828125,0.4453125,0.467041015625,0.4396123886108398,0.06683349609375,0.47314453125,0.489501953125,0.08538818359375,0.035186767578125,0.566449373960495,0.08673095703125,0.59033203125,0.29638671875,0.046112060546875,0.1070703230798244,0.1290283203125,0.123046875,0.857421875,0.921875,0.58984375,0.552734375,0.5684826374053955,0.09796142578125,0.5322265625,0.591796875,0.1314697265625,0.04132080078125,0.6698035299777985,0.12445068359375,0.64697265625,0.40380859375,0.05572509765625,0.166664220392704,0.2017822265625,0.146240234375
20,20,Claoxylon Indicum,89.8316126355206,0.0973275607612481,287.7624443623576,12.21710728442893,0.0001990242103583,0.9015445566358532,0.0140820689366886,101.0940735917348,0.1032942154849599,284.8472866292814,12.097266669599115,0.000247785990228,0.9006874903675154,0.0157022167480664,54.69832208606092,0.0925272940601678,282.04583130969354,12.250707262600168,0.0001957375918535,0.8795435734144338,0.0139644190744604,36.62659281487949,0.1873272712204093,61.613543571573054,5.71441938762154,0.0005637996029701,0.939704464669482,0.0236800174122678,54.57805745437388,0.1994343069069037,52.21724961489211,5.175533390298364,0.000607849608171,0.9573344369610608,0.0245793721947795,0.6822153517431415,0.763392552005218,0.4177329396325459,0.427444524756671,0.2628074510079103,0.0921371473310709,0.2698636059164479,0.6282105056692132,0.1891326313092699,0.0187763242241204,0.3931753756444672,0.0906117642734843,0.4021993893829677,0.4933046088965442,0.0215528850748514,0.0611052652362325,0.2366677813344621,0.060602556897795,0.70263671875,0.7861328125,0.4296875,0.43359375,0.266666978597641,0.09222412109375,0.276123046875,0.6376953125,0.1781005859375,0.018768310546875,0.405701994895935,0.09381103515625,0.41064453125,0.4951171875,0.0217132568359375,0.0586208626627922,0.2265625,0.061981201171875,0.64599609375,0.72998046875,0.3203125,0.3935546875,0.1985548287630081,0.0771484375,0.2315673828125,0.59130859375,0.1483154296875,0.0162506103515625,0.329250156879425,0.07421875,0.356689453125,0.459716796875,0.0176239013671875,0.0386352241039276,0.204833984375,0.049774169921875,0.74560546875,0.82861328125,0.51953125,0.468505859375,0.3277675211429596,0.1072998046875,0.3173828125,0.67041015625,0.2105712890625,0.0222015380859375,0.4676191806793213,0.1085205078125,0.459228515625,0.52783203125,0.0267791748046875,0.0799046903848648,0.257080078125,0.07366943359375
21,21,Bridelia Sp.,88.05796241370177,0.1155727372117024,227.18050538941893,10.54327846325413,0.0002331929038846,0.8881176251285289,0.0152375865908349,95.72283769690586,0.1168083874396926,226.67364561828472,10.522055117987245,0.0002354122486819,0.8851936523485033,0.0153091830318708,54.32187493892405,0.1179161233999058,199.39537168481047,10.053698883480156,0.0003105399791417,0.8440505626253609,0.0175864745105141,33.75967849824575,0.245182268445789,33.030846589028904,4.070764382164565,0.0010788182092357,0.9357445311163862,0.0327572052540363,53.66702280659816,0.2716688901170868,24.62502379658837,3.524893502731258,0.0010869525003403,0.959945371376558,0.032878841697739,0.6971946022727272,0.7515244831123737,0.4350342487373737,0.433079407354798,0.2673731668636654,0.1273476870758365,0.2612280914614899,0.7311460404829545,0.3109709842566288,0.017672549161044,0.4084127140863977,0.1329021970190183,0.4018512172506313,0.5456498086332071,0.0218056131998697,0.0599729812386436,0.2894135199652777,0.0555724055742976,0.69873046875,0.7490234375,0.44140625,0.431640625,0.2646723538637161,0.127685546875,0.258544921875,0.73095703125,0.2880859375,0.01763916015625,0.4087135642766952,0.131103515625,0.400390625,0.55078125,0.0216827392578125,0.0567018780857324,0.290283203125,0.053924560546875,0.66064453125,0.71533203125,0.375,0.408203125,0.2226954475045204,0.1058349609375,0.2313232421875,0.69970703125,0.251953125,0.0155715942382812,0.3659718111157417,0.1055908203125,0.3671875,0.5068359375,0.0186767578125,0.0423823371529579,0.2481689453125,0.046905517578125,0.740234375,0.7939453125,0.5,0.455322265625,0.3111969381570816,0.1488037109375,0.292236328125,0.76416015625,0.350830078125,0.019775390625,0.4549014195799827,0.1566162109375,0.437255859375,0.59228515625,0.025115966796875,0.0740214213728904,0.329345703125,0.064697265625
22,22,Pometia Pinnata,97.99846450336402,0.1198564204662284,195.03047589348225,10.091876505358345,0.0002759643365332,0.9153729409345016,0.0165822942845741,112.38684489231308,0.1515646302266119,188.4580834820973,9.728855525893508,0.0017767390446178,0.8968075607155699,0.0420612424421019,30.81369043648,0.1099319925258738,183.0971525984832,10.109237549783964,0.0003270620222766,0.8804782496169774,0.0180581020438657,46.63778846186712,0.1720084563891805,64.23249463799807,5.977880663264305,0.0005521391940175,0.9388236066268436,0.0234441703166894,65.83909943595206,0.2172398636544461,35.8029747121624,4.4096609587519175,0.0008510994020923,0.957505848839878,0.0290944083991814,0.8146830703094917,0.8782416084063343,0.3011106565267616,0.2878433480187476,0.4168688503822364,0.0881640610898693,0.4140447323534366,0.5842575643170004,0.1544762671246269,0.0224046850369717,0.5466673811284404,0.1212257852359693,0.5448897240205044,0.3529074826422314,0.0371502394119867,0.1131227448034685,0.1629186254948618,0.1091677812966283,0.810546875,0.87451171875,0.2734375,0.284912109375,0.4163874089717865,0.0863037109375,0.417236328125,0.58837890625,0.1446533203125,0.0221099853515625,0.5494372248649597,0.1234130859375,0.5458984375,0.345703125,0.03765869140625,0.1090702638030052,0.162353515625,0.110595703125,0.77294921875,0.85107421875,0.20703125,0.25244140625,0.3616119921207428,0.0721435546875,0.389404296875,0.54150390625,0.0958251953125,0.0198974609375,0.5123940706253052,0.0977783203125,0.52978515625,0.313232421875,0.030059814453125,0.0799010843038559,0.1409912109375,0.09307861328125,0.8662109375,0.91064453125,0.39453125,0.326904296875,0.4704945683479309,0.10333251953125,0.439697265625,0.63134765625,0.2012939453125,0.0250244140625,0.5838818550109863,0.144287109375,0.56396484375,0.389404296875,0.0439453125,0.1418008059263229,0.1827392578125,0.125244140625
23,23,Sterculia Parviflora,80.20689068224475,0.1022338735972653,263.49443330468137,11.66075057039865,0.000220985269758,0.8992233814411346,0.0148394355122043,89.04188234876253,0.1033368798362003,263.8999909283383,11.687168141792476,0.000229805843549,0.9024588296129376,0.0151312748464069,40.82373278936856,0.103127533297305,232.7358803359205,11.145313615329757,0.0002378573116596,0.888054734976661,0.0153927878089968,31.99679597974416,0.2081685806270466,41.47965462145914,4.789664377665466,0.0007667611914643,0.9423845882824068,0.0276219654700132,46.92914607538712,0.2276068497301351,33.74780708093896,4.28153492966463,0.0008242063441009,0.9582736839032526,0.02862895324899,0.6314384160559627,0.7056432593115006,0.3185591116339107,0.3113844717128685,0.2576725663199057,0.1060352033174173,0.2551585279410081,0.686645751790473,0.264120225188416,0.0160054785660471,0.3658936350798106,0.1047329886764943,0.3645966572415264,0.526390751705894,0.0206860473043199,0.0623997275853749,0.2680698829361155,0.0584043214354492,0.63525390625,0.71337890625,0.30078125,0.31640625,0.2601429373025894,0.1070556640625,0.25048828125,0.67041015625,0.2149658203125,0.015869140625,0.3679264485836029,0.10308837890625,0.3544921875,0.546142578125,0.0199127197265625,0.0608401838690042,0.2725830078125,0.058074951171875,0.5908203125,0.66845703125,0.2265625,0.26416015625,0.2103816196322441,0.08807373046875,0.226776123046875,0.6240234375,0.1802978515625,0.014678955078125,0.3161129951477051,0.0833740234375,0.33123779296875,0.4814453125,0.0174407958984375,0.0450561679899692,0.2398681640625,0.048553466796875,0.6650390625,0.74462890625,0.40234375,0.35498046875,0.3067228570580482,0.12451171875,0.2861328125,0.7451171875,0.308349609375,0.0171356201171875,0.4187566265463829,0.1248779296875,0.406982421875,0.59130859375,0.022369384765625,0.076032405719161,0.306396484375,0.0648193359375
