index,tree_name,r_glcm_mean,r_mean_homogeneity,r_mean_contrast,r_mean_dissimilarity,r_mean_ASM,r_mean_correlation,r_mean_energy,g_glcm_mean,g_mean_homogeneity,g_mean_contrast,g_mean_dissimilarity,g_mean_ASM,g_mean_correlation,g_mean_energy,b_glcm_mean,b_mean_homogeneity,b_mean_contrast,b_mean_dissimilarity,b_mean_ASM,b_mean_correlation,b_mean_energy,RE_glcm_mean,RE_mean_homogeneity,RE_mean_contrast,RE_mean_dissimilarity,RE_mean_ASM,RE_mean_correlation,RE_mean_energy,NIR_glcm_mean,NIR_mean_homogeneity,NIR_mean_contrast,NIR_mean_dissimilarity,NIR_mean_ASM,NIR_mean_correlation,NIR_mean_energy,WR_glcm_mean,WR_mean_homogeneity,WR_mean_contrast,WR_mean_dissimilarity,WR_mean_ASM,WR_mean_correlation,WR_mean_energy,WG_glcm_mean,WG_mean_homogeneity,WG_mean_contrast,WG_mean_dissimilarity,WG_mean_ASM,WG_mean_correlation,WG_mean_energy,WB_glcm_mean,WB_mean_homogeneity,WB_mean_contrast,WB_mean_dissimilarity,WB_mean_ASM,WB_mean_correlation,WB_mean_energy,Wideband_Red_MEAN_I_mean,Wideband_Red_MEAN_I_median,Wideband_Red_MEAN_I_25th,Wideband_Red_MEAN_I_75th,Wideband_Green_MEAN_I_mean,Wideband_Green_MEAN_I_median,Wideband_Green_MEAN_I_25th,Wideband_Green_MEAN_I_75th,Wideband_Blue_NONE_mean,Wideband_Blue_NONE_median,Wideband_Blue_NONE_25th,Wideband_Blue_NONE_75th,Wideband_Blue_MEAN_I_mean,Wideband_Blue_MEAN_I_median,Wideband_Blue_MEAN_I_25th,Wideband_Blue_MEAN_I_75th,RedEdge_NONE_mean,RedEdge_NONE_median,RedEdge_NONE_25th,RedEdge_NONE_75th,RedEdge_HOMOGENEITY_mean,RedEdge_HOMOGENEITY_median,RedEdge_HOMOGENEITY_25th,RedEdge_HOMOGENEITY_75th,RedEdge_MEAN_I_mean,RedEdge_MEAN_I_median,RedEdge_MEAN_I_25th,RedEdge_MEAN_I_75th,Blue_HOMOGENEITY_mean,Blue_HOMOGENEITY_median,Blue_HOMOGENEITY_25th,Blue_HOMOGENEITY_75th,Blue_ASM_mean,Blue_ASM_median,Blue_ASM_25th,Blue_ASM_75th,Blue_MEAN_I_mean,Blue_MEAN_I_median,Blue_MEAN_I_25th,Blue_MEAN_I_75th,NIR_NONE_mean,NIR_NONE_median,NIR_NONE_25th,NIR_NONE_75th,NIR_HOMOGENEITY_mean,NIR_HOMOGENEITY_median,NIR_HOMOGENEITY_25th,NIR_HOMOGENEITY_75th,NIR_MEAN_I_mean,NIR_MEAN_I_median,NIR_MEAN_I_25th,NIR_MEAN_I_75th,Red_HOMOGENEITY_mean,Red_HOMOGENEITY_median,Red_HOMOGENEITY_25th,Red_HOMOGENEITY_75th,Red_MEAN_I_mean,Red_MEAN_I_median,Red_MEAN_I_25th,Red_MEAN_I_75th,Green_NONE_mean,Green_NONE_median,Green_NONE_25th,Green_NONE_75th,Green_HOMOGENEITY_mean,Green_HOMOGENEITY_median,Green_HOMOGENEITY_25th,Green_HOMOGENEITY_75th,Green_MEAN_I_mean,Green_MEAN_I_median,Green_MEAN_I_25th,Green_MEAN_I_75th
0,Falcataria Moluccana,91.70176359398867,0.1015653392546314,390.4612368290127,13.599778951532766,0.0001880833297424,0.8053700769537209,0.0136906723429216,102.40950856113432,0.108047858084674,378.7654182703485,13.340117240849892,0.0002232188980126,0.8023095398035458,0.0149107044931978,46.58983779377239,0.0869811360145629,364.83451086967136,13.791452414727589,0.0001985763301913,0.7425499207817007,0.0140703959076907,24.38394543658171,0.2575381798002669,36.544945765916985,4.162759617121185,0.0013141650769051,0.9072276051146794,0.0362514148262539,32.95515197229335,0.2547736068660466,33.93410957303275,4.050745253853753,0.0012654313242961,0.9210506502722866,0.03557290154452,2.6852170956878334,0.7525300507350366,0.8727575986146671,0.5544709919365975,0.0797348284510101,0.8360391707694884,0.2823735618839167,2.512503054319073,0.8498661368203231,0.3334487777411849,0.3057718662686313,0.1565322289035547,0.8277853345049998,0.3956415409225309,6.281447800359075,0.5087950814474348,7.021383420624887,1.6547567699646228,0.0127162404713818,0.8618975838475695,0.1127663091148322,0.7208554077489958,0.7973870582421128,0.3795510512357498,0.3808305725999569,0.3665227046494862,0.0705208772465052,0.3657546826087059,0.5806894571733607,0.1303533636107162,0.0241632852116144,0.4876280583248561,0.0698518820242311,0.4879575717964428,0.4463483362985834,0.0294730341719911,0.0879505291439282,0.198225296091856,0.084787149170814,0.7265625,0.8046875,0.3828125,0.383544921875,0.3603839576244354,0.06884765625,0.365966796875,0.58349609375,0.12310791015625,0.0241241455078125,0.4873564541339874,0.06866455078125,0.488037109375,0.444580078125,0.029541015625,0.0803834646940231,0.193603515625,0.0850830078125,0.6884765625,0.7685546875,0.30859375,0.34912109375,0.2925137728452682,0.057098388671875,0.328369140625,0.541015625,0.10284423828125,0.02154541015625,0.4154804050922394,0.05609130859375,0.447265625,0.401611328125,0.0256500244140625,0.0606976635754108,0.16552734375,0.07366943359375,0.76171875,0.8349609375,0.453125,0.413818359375,0.4368008449673652,0.08233642578125,0.406494140625,0.62255859375,0.14892578125,0.0268707275390625,0.5646923631429672,0.0821533203125,0.53466796875,0.4892578125,0.033447265625,0.1059739459306001,0.2266845703125,0.09613037109375
1,Ficus Variegata,94.8416929954702,0.0843158353720738,664.2179002885728,17.7940054213408,0.0001471570276066,0.8435492476100529,0.0120997535273655,106.56570044286092,0.1146000145662307,640.6986228352448,16.982653692987537,0.0008750929406923,0.8377721867202859,0.0294755203651982,35.09794278342166,0.061639110398235,654.3849680447254,18.943068769285585,9.72818333523643e-05,0.7778793041989832,0.009844921084378,26.96792820823297,0.2015692105197119,55.94637841648881,5.399311050399077,0.0006338552242408,0.9237013271544224,0.025176481569927,36.05285714833102,0.2249130901749593,42.27059472673837,4.649593642351625,0.0007725840744513,0.938924530259228,0.0277953966413749,2.639615751579641,0.6612185213191691,1.478961747586952,0.8031933848576694,0.03858704277863,0.8831013557268697,0.1964358490159828,2.3283488583285115,0.8012043556918033,0.480777999593834,0.4113849113140239,0.0974775310649044,0.8687396782810108,0.3122139187558819,7.105679810864563,0.3919562507631975,10.555014426558662,2.2927384405522324,0.0048539961320267,0.8973836461967866,0.0696706260344113,0.7592142468265872,0.823925892617984,0.3052952638285985,0.3044725227431386,0.4238165887923809,0.0518922215424253,0.4220427553231382,0.4808758078400043,0.0802900252532067,0.0245508266223495,0.5461330271042231,0.0575793227538265,0.5447337024002459,0.3194763998084399,0.0337510161177808,0.1107977820962918,0.1299340281603557,0.1075315067885252,0.76513671875,0.83544921875,0.296875,0.303955078125,0.4293699264526367,0.050201416015625,0.428955078125,0.475341796875,0.07012939453125,0.0249176025390625,0.560018390417099,0.0556640625,0.55224609375,0.3095703125,0.0338134765625,0.1055437065660953,0.12451171875,0.1077880859375,0.7109375,0.78271484375,0.1953125,0.2666015625,0.3135063126683235,0.040771484375,0.368896484375,0.430419921875,0.056365966796875,0.0213470458984375,0.4469431415200233,0.043304443359375,0.488525390625,0.2705078125,0.02777099609375,0.0659428425133228,0.10443115234375,0.0897216796875,0.81494140625,0.87646484375,0.40625,0.340087890625,0.5369700938463211,0.06085205078125,0.4794921875,0.52685546875,0.0931396484375,0.0279541015625,0.6578486263751984,0.06951904296875,0.60546875,0.357177734375,0.03948974609375,0.1491728164255619,0.148681640625,0.1253662109375
2,Bridelia Sp.,93.72414766422229,0.0975337488567195,350.5337000185981,13.135879367219236,0.0001633012412534,0.89081119824564,0.012748972432555,107.0162423397444,0.1178942976835931,337.87050028774195,12.648574092753584,0.0004832923060365,0.8926570579699341,0.0219068572462595,46.97225893672255,0.0846978300460917,344.67790441021066,13.56312347599598,0.0001530436529639,0.8493151830399468,0.0123429924728032,25.555385218348185,0.2819076756370323,20.287348316977948,3.3041257781998525,0.0012347315282352,0.9593367403957268,0.0351387468222076,36.09080782043748,0.3019393725664839,17.162848399885437,3.001700357255913,0.001295969236575,0.9728149172712836,0.035999572727674,2.3901008456564017,0.8008519785519953,0.4962390147575333,0.414386710683007,0.0851625074872446,0.8992717403877651,0.2918261597034177,2.444329881366918,0.8809398960597218,0.243184250591658,0.2389635056301723,0.1585706789298107,0.8924678720230527,0.3982093405858415,6.080335850706219,0.5389088017673901,3.390949516875443,1.2717134717134717,0.0116593383754703,0.9296761760034976,0.1079784162482039,0.7399340416091775,0.824904571745093,0.3851965016912942,0.3860624793977824,0.3826830190570369,0.0709300870048165,0.3810357158566489,0.595245485854187,0.1592162846882232,0.0228587272036896,0.5249530570086729,0.0718072076206298,0.5244311493012284,0.4606086720905843,0.025305097395571,0.0852437513802669,0.1937208489487131,0.0817283043870727,0.75048828125,0.84130859375,0.39453125,0.39111328125,0.3914282619953155,0.069091796875,0.38671875,0.59765625,0.1444091796875,0.02294921875,0.5431046783924103,0.0697021484375,0.5341796875,0.45947265625,0.0251922607421875,0.0814028903841972,0.1875,0.08172607421875,0.68603515625,0.7763671875,0.296875,0.34033203125,0.2986311465501785,0.054718017578125,0.3291015625,0.5458984375,0.1187744140625,0.0191802978515625,0.43954499065876,0.051971435546875,0.464599609375,0.409423828125,0.020477294921875,0.0560077736154198,0.15673828125,0.06597900390625,0.8037109375,0.8896484375,0.484375,0.4345703125,0.4752109497785568,0.0845947265625,0.439453125,0.64453125,0.180419921875,0.026641845703125,0.628192275762558,0.0892333984375,0.59375,0.50927734375,0.030029296875,0.1104257442057132,0.2235107421875,0.09710693359375
3,Falcataria Moluccana,91.61828425285589,0.1086719836230285,405.1792272233731,13.514777114982245,0.0001558920456622,0.8785168908655347,0.0124608584302893,103.7422831990106,0.127311613659477,390.46423419011546,13.090068333496127,0.0003823025347317,0.873386252071249,0.0195080274372575,45.23858542556904,0.0902406071069844,376.7332120837743,13.776320534584862,0.0001632368210393,0.8164220917642637,0.0127527101107211,25.08088522765429,0.2724650825601289,31.13973175477088,3.828020863517822,0.001154021301654,0.9426996088376648,0.0339708890324361,34.40420306053453,0.2705240179689278,28.29136022224983,3.694229415904293,0.0011225657763002,0.950441310820107,0.0335047127476158,2.5966478545441167,0.7624024650888358,0.8360493622736451,0.5313251737476601,0.0672117146199355,0.8951169856158873,0.2592522220154255,2.512315270935961,0.8661730766056879,0.291810977264469,0.2716465896703508,0.1389805446773856,0.8904790665717947,0.3728009451133213,6.325392225855856,0.5276413174035537,6.0104800540906025,1.5254860564915622,0.011346580884583,0.915303486732251,0.1065203308508898,0.714304259174953,0.7914401943852463,0.3689388723768127,0.3689559211298891,0.3726582950391794,0.0636182220925777,0.3702034375346298,0.5467356005358017,0.1266773036110018,0.0235606312360588,0.502719644640261,0.0625181436362033,0.5012526107437588,0.4061237703874349,0.0283530850984361,0.0876560110696967,0.1818499490724388,0.0839662156761721,0.7294921875,0.80517578125,0.37109375,0.373291015625,0.3636666387319565,0.060882568359375,0.374755859375,0.54443359375,0.1119384765625,0.02398681640625,0.5009827017784119,0.0601806640625,0.5068359375,0.39697265625,0.028900146484375,0.0782408937811851,0.173583984375,0.0841064453125,0.67041015625,0.751953125,0.28125,0.33447265625,0.2798243686556816,0.04840087890625,0.325439453125,0.4921875,0.0902099609375,0.020538330078125,0.411990188062191,0.0478515625,0.4560546875,0.34130859375,0.02325439453125,0.0544786630198359,0.1376953125,0.06878662109375,0.7744140625,0.84716796875,0.4609375,0.40869140625,0.4592141136527061,0.07568359375,0.421142578125,0.59912109375,0.1468505859375,0.0270843505859375,0.59675033390522,0.07440185546875,0.5546875,0.461181640625,0.03387451171875,0.1099200081080198,0.2181396484375,0.0994873046875
4,Falcataria Moluccana,94.97887126245716,0.1014532704675056,512.2064180748658,15.169069975762415,0.000156641086538,0.8536320662125324,0.0124919943178959,104.5141021240252,0.1218924295731513,507.5181046293801,14.863615649662115,0.000474671339456,0.8571175284345949,0.0217376486066224,37.95762814765519,0.0825621201463828,437.485925193354,14.967588651574305,0.00017865669741,0.7313106738199069,0.0133478473248787,25.78170517943917,0.2238762308204017,52.847419437122696,4.974079912095387,0.0007613471206912,0.9230310351180764,0.0275925192885914,33.08766751911467,0.2336400128122047,42.45402340198701,4.518820351487642,0.0008565495520439,0.933325785505312,0.0292668678208647,3.094934856402844,0.694704223725621,1.4154653908288803,0.7295641396270595,0.0417368163792592,0.8857179697566712,0.2042959039708315,2.519474403667925,0.8317710357228864,0.3999708946779774,0.3469076412916222,0.1122331565927955,0.8742412457345667,0.3350121737979018,7.364012740936461,0.4301215416493151,12.37677166384334,2.226342932639166,0.0057108718915246,0.8955338188358036,0.0755703109132457,0.7436525433918634,0.7995787133750407,0.3152553305741827,0.3161071114523668,0.392698612245669,0.0557528062536028,0.3916494572197046,0.5160850428406881,0.1017979176057565,0.0246602720928733,0.4928358805833889,0.0584465329061065,0.4926379948207716,0.3510765753425654,0.0360292338943019,0.1085876959253699,0.1413079219198853,0.1053985940187661,0.75732421875,0.8193359375,0.31640625,0.31640625,0.3868446797132492,0.052978515625,0.396484375,0.5146484375,0.092529296875,0.024871826171875,0.4951034039258957,0.055908203125,0.50048828125,0.3525390625,0.034332275390625,0.0972523353993892,0.1346435546875,0.10296630859375,0.70068359375,0.7626953125,0.24609375,0.29052734375,0.2917096316814422,0.042724609375,0.34326171875,0.463134765625,0.0728759765625,0.021331787109375,0.4018155559897423,0.045257568359375,0.447021484375,0.289306640625,0.0287628173828125,0.0642824321985244,0.1064453125,0.085205078125,0.80517578125,0.8603515625,0.390625,0.342529296875,0.4924809113144874,0.0654296875,0.44580078125,0.56494140625,0.11737060546875,0.0283050537109375,0.5927200615406036,0.0689697265625,0.54736328125,0.4072265625,0.04339599609375,0.1411594040691852,0.16552734375,0.12481689453125
5,Spathodea Campanulatum,99.63605054365404,0.085345083927056,468.6231435835207,15.310059724169552,0.0001687360179312,0.8367167016373599,0.012957359032213,102.01326604172424,0.0893966336868964,464.75586490509306,15.128846815319068,0.0002063748994255,0.8400212023744309,0.0143262691358711,48.60849669278264,0.0685565861103271,517.0422808662804,16.70893265144536,0.0001112815896162,0.816263445319509,0.0105265220100401,22.18296906402528,0.2716016802822063,26.022675614891376,3.640246674322902,0.0012860004130583,0.9392349773392588,0.0358608479132657,29.230063881711164,0.2807615050321873,25.82448081156092,3.5589171212556225,0.0013157215379574,0.9486933116923036,0.0362728760640431,2.900244640635469,0.6568996831764771,1.6446789166427411,0.8287395923054838,0.0393047428384934,0.8674340072181632,0.1982542378828091,2.1598179251603025,0.8275717052098339,0.3943379749258301,0.3530541200114843,0.1362038495608968,0.8468962889121714,0.3690580571683767,5.649730237343284,0.5145019609466837,3.8814240597186336,1.3752512202124607,0.0123458768621876,0.895816280390841,0.1111120014318328,0.7943453748223147,0.8049226143249891,0.4080007121540965,0.4081099909152664,0.3333077799684956,0.0726205406147568,0.3312603338808135,0.5451494625020489,0.1122863980193979,0.0219810828741732,0.4273173588137105,0.0742047391173823,0.425962939244854,0.3373506467481946,0.0373758238536392,0.0808339488182289,0.2077018483433821,0.0772812933532858,0.80419921875,0.81689453125,0.41015625,0.412841796875,0.3378583341836929,0.068115234375,0.333251953125,0.54296875,0.10003662109375,0.022064208984375,0.4377993494272232,0.06768798828125,0.4296875,0.333251953125,0.0372314453125,0.0779108479619026,0.20263671875,0.07781982421875,0.7607421875,0.77587890625,0.3046875,0.372314453125,0.2580506354570389,0.053924560546875,0.296630859375,0.489501953125,0.07733154296875,0.01959228515625,0.3533211350440979,0.052398681640625,0.387451171875,0.2841796875,0.0312042236328125,0.0572122307494282,0.172607421875,0.06787109375,0.84033203125,0.84912109375,0.51171875,0.44873046875,0.4113054499030113,0.0872802734375,0.3701171875,0.60205078125,0.1378173828125,0.024383544921875,0.5100841522216797,0.09033203125,0.47021484375,0.3828125,0.0435791015625,0.1009441725909709,0.238037109375,0.08709716796875
6,Terminalia Catappa,98.99620385309343,0.0991543553675206,563.6546938812867,15.90946419579472,0.0001882563507777,0.8449208083088986,0.0136847900319802,108.89245868218792,0.1261705126382994,533.0511327484404,15.184122680640847,0.0008213051909579,0.831716132255957,0.0285617615331087,39.00453566979079,0.067147844985144,599.1255983096137,17.748075103763988,0.000104970880724,0.7915121047637836,0.0102242880786338,25.531332164767733,0.2489172742476548,45.349125198818456,4.529112701658715,0.0009003184516675,0.923104651408984,0.0300053070583781,31.265162949978908,0.2878899382870178,32.32471313337878,3.76785917161684,0.0012622923991116,0.9322415225009166,0.0355287545392696,3.37517650209368,0.6173233039976431,2.284852062842861,0.9828955269906192,0.0252900348382293,0.8808109830197604,0.1590284089030302,2.4589044291881725,0.7919756739808165,0.5554439737721946,0.4387334858960626,0.0938047787302834,0.8613103530974083,0.3062756580766474,7.904643222319604,0.4142765725258084,11.022498945044958,2.2076070373616385,0.0048790518034779,0.901015320679238,0.0698502097597274,0.7791578870703797,0.8310156619670384,0.3337133948590184,0.3342915818782299,0.3830187369279175,0.058102123387318,0.3808630875210269,0.4777106298917605,0.0757248851310857,0.0258396652254443,0.4502435360017252,0.0695995323758126,0.448523571116863,0.2739939519371921,0.0436325457903597,0.1172071221352935,0.1263461620238379,0.1138850396872339,0.7861328125,0.83935546875,0.328125,0.33447265625,0.3826887458562851,0.05596923828125,0.37890625,0.47900390625,0.07098388671875,0.0255584716796875,0.4518651366233825,0.06689453125,0.4443359375,0.27197265625,0.042755126953125,0.1104508154094219,0.12158203125,0.11236572265625,0.73828125,0.79443359375,0.2265625,0.294921875,0.2847230732440948,0.0457763671875,0.332275390625,0.435791015625,0.057525634765625,0.02239990234375,0.3686791360378265,0.053863525390625,0.3984375,0.2347412109375,0.036041259765625,0.0715925730764865,0.101806640625,0.09539794921875,0.830078125,0.876953125,0.43359375,0.372802734375,0.4762618765234947,0.06866455078125,0.429931640625,0.5205078125,0.08831787109375,0.029205322265625,0.5342176407575607,0.08245849609375,0.4990234375,0.30859375,0.05047607421875,0.1547160074114799,0.1446533203125,0.1312255859375
7,Spathodea Campanulatum,64.5134230043629,0.0687465588375818,527.2075584195138,16.905393537192207,9.429334575312402e-05,0.8620590501932763,0.0096892942694505,75.35239490847447,0.0688726415941448,530.6664601272764,16.917684237010153,9.365069558975088e-05,0.8682628837470224,0.0096565456444107,35.33849129755429,0.0698822506745158,478.9694452906,16.29631825909376,0.0001155751425099,0.8192981726112614,0.0107283264226612,17.436149564198338,0.356784910919224,12.66179594228375,2.4914304548450894,0.0020876689419535,0.9632124291519952,0.0456910159873198,26.86424686882006,0.3370969080759441,15.8124771112576,2.721141873580898,0.0014735794738497,0.970785529120722,0.0383872306092766,1.3199434190287858,0.839416659789687,0.3752288874240094,0.3298908664762323,0.1434467080020891,0.8683822525423577,0.3787435913676813,1.5147220391122829,0.8874817967178081,0.2349941404819453,0.2266809492419248,0.2077356151082242,0.8667615959289025,0.4557802267631015,3.441464330183843,0.6718563663196071,1.3701384311140408,0.7647403501062038,0.0347062996005904,0.924211557700191,0.1862962683485379,0.5376469248083466,0.6208087829606503,0.3154318442300057,0.316561655725018,0.2617428186373952,0.0897924380194871,0.2606582984270217,0.6446405768249522,0.2067161568956619,0.0151198876135112,0.397171698089808,0.0817139630116654,0.3972778290021348,0.5582870339136827,0.0143809778944322,0.0467447210861465,0.3072028802717266,0.0432770266485923,0.54638671875,0.62890625,0.3203125,0.32177734375,0.2607597410678863,0.0843505859375,0.258544921875,0.63916015625,0.1734619140625,0.0150222778320312,0.410876452922821,0.07708740234375,0.39794921875,0.55322265625,0.0144729614257812,0.0424517579376697,0.2998046875,0.041748046875,0.48095703125,0.5595703125,0.2109375,0.263671875,0.1882693171501159,0.06854248046875,0.210205078125,0.58935546875,0.1376953125,0.0115127563476562,0.3059645816683769,0.058074951171875,0.329833984375,0.50830078125,0.0108413696289062,0.0299223233014345,0.250732421875,0.033477783203125,0.603515625,0.69091796875,0.421875,0.374755859375,0.330006293952465,0.1048583984375,0.308837890625,0.68798828125,0.2254638671875,0.0187187194824218,0.4918354228138923,0.0994873046875,0.467041015625,0.5986328125,0.0178985595703125,0.0597035875543952,0.349365234375,0.0518798828125
8,Shorea Leprosula,74.41503350473366,0.1346531914422967,208.55071399089823,10.156860815827113,0.0003013431705164,0.8976083945630506,0.0173248317781561,82.45365551425319,0.133189412677845,215.03681389378568,10.307918632120195,0.0002945363169335,0.9146063813878746,0.0171280624054089,27.697097312914707,0.1349220872719468,196.1375805830077,9.943478461420307,0.0004601124922616,0.8254398187555905,0.0214064965048399,13.953241315136475,0.4615100838615742,7.755428039702233,1.8430521091811416,0.0066735328514737,0.964605013097615,0.0816916938952409,18.60790167493796,0.4275937583762136,9.334522332506204,2.048076923076924,0.0043927544136254,0.9676237915376844,0.0662778576420924,1.7266206575682386,0.8940631561366673,0.2274348635235731,0.2144075682382134,0.2288075282494735,0.8519686685770607,0.4783382989574152,1.252869106699752,0.9371975806451612,0.1289547146401985,0.1261631513647642,0.4233798180586897,0.8092513603606899,0.6506764311535264,4.1448511166253095,0.7242316183395575,1.029854218362283,0.626008064516129,0.0518258313597922,0.9401502869836056,0.2276528747013581,0.6091361130340189,0.6681965115704114,0.2291847969409282,0.228426621835443,0.2132071241469197,0.07986934677961,0.2107031971090453,0.7237613726265822,0.3069235757433412,0.0113434224189082,0.2839539924848683,0.0716242053840733,0.2810873941027162,0.609603482660865,0.0175439923121456,0.0548144063428987,0.2558635985297995,0.0515513939193532,0.61083984375,0.667236328125,0.21484375,0.2288818359375,0.2147444188594818,0.0804443359375,0.2100830078125,0.720703125,0.28369140625,0.011322021484375,0.2892713844776153,0.072357177734375,0.280517578125,0.6181640625,0.01763916015625,0.0525135062634944,0.259033203125,0.0511474609375,0.5867919921875,0.64013671875,0.16015625,0.2125244140625,0.1573260053992271,0.064697265625,0.1915283203125,0.6844482421875,0.245574951171875,0.0104503631591796,0.2197363227605819,0.059234619140625,0.2587890625,0.5576171875,0.016571044921875,0.0376742156222462,0.223602294921875,0.045989990234375,0.6298828125,0.697265625,0.28515625,0.2427978515625,0.2673125714063644,0.093994140625,0.227447509765625,0.76025390625,0.3564453125,0.012176513671875,0.3468710780143738,0.0841064453125,0.30126953125,0.65869140625,0.01873779296875,0.0696366745978593,0.291748046875,0.05670166015625
9,Syzygium Polyanthum,68.92522765631756,0.0960652724762468,272.2244873642948,12.000481223778266,0.0001717614096215,0.9023087328544588,0.0130791327665749,79.27557797202208,0.0967324364069572,271.5974173151927,11.953432224456774,0.0001747167975976,0.900761820829466,0.0131920088952198,31.74140869859141,0.0967365131896775,251.30965548068656,11.669064903814435,0.0002418344734899,0.8248348117543416,0.0155197022472473,17.590725504861638,0.461414709488236,6.622378459237098,1.6535228122662675,0.0042557475543601,0.963011397649018,0.0652360908880976,26.134435302916973,0.4825354761575174,6.733253552729993,1.5530590875093495,0.0039307922659209,0.9715331837833224,0.062696030703075,1.709364248317128,0.8699406180514897,0.2892744951383694,0.2648616305160807,0.1687264283504581,0.8940993866007574,0.4107632266287455,1.549184741959611,0.9297860882572928,0.1445923709798055,0.1411219147344801,0.2974872368003697,0.8583712442853677,0.5454239056003777,4.245205684367988,0.7205782408340989,1.0413163799551235,0.6291099476439792,0.0400338233656994,0.938244574227676,0.2000845405464886,0.5685155815631541,0.6527586229804422,0.2680212830324437,0.2716638649901066,0.2535233147754244,0.1423493325928628,0.2549013881393904,0.7547796883176348,0.3333801045959249,0.0144651330122456,0.3630236342525931,0.1422646147739444,0.3653688759157509,0.6120343570120356,0.0174266368041545,0.054491461048313,0.3570461462830324,0.0518613518875098,0.58251953125,0.666015625,0.265625,0.276123046875,0.252681016921997,0.1427001953125,0.259765625,0.75341796875,0.306396484375,0.0148391723632812,0.3671448826789856,0.1456298828125,0.370361328125,0.61181640625,0.0175323486328125,0.0507273338735103,0.3427734375,0.052520751953125,0.509765625,0.5966796875,0.1953125,0.238525390625,0.2084611132740974,0.12255859375,0.221923828125,0.7158203125,0.25439453125,0.0117111206054687,0.3139235973358154,0.116943359375,0.327880859375,0.55322265625,0.0131988525390625,0.0393843287602067,0.29833984375,0.04034423828125,0.63232421875,0.71484375,0.33203125,0.302734375,0.2990563064813614,0.16162109375,0.28955078125,0.79736328125,0.392578125,0.0168609619140625,0.4166532531380653,0.1669921875,0.40576171875,0.671875,0.0211944580078125,0.06631032936275,0.4228515625,0.062347412109375
